non inappropriate,0,1.00,0000598.jpg
non inappropriate,0,0.98,0000212.jpg
non inappropriate,0,0.97,0002317.jpg
non inappropriate,0,0.81,0000556.jpg
non inappropriate,0,0.90,0001886.jpg
non inappropriate,0,1.00,0003792.jpg
non inappropriate,0,0.80,0004174.jpg
non inappropriate,0,0.68,0003984.jpg
non inappropriate,0,0.99,0000061.jpg
inappropriate,1,0.66,0000655.jpg
non inappropriate,0,0.98,0001200.jpg
non inappropriate,0,0.56,0000298.jpg
non inappropriate,0,0.95,0003472.jpg
inappropriate,1,0.56,0000938.jpg
inappropriate,1,0.97,0000214.jpg
inappropriate,1,0.77,0000223.jpg
non inappropriate,0,0.64,0001022.jpg
inappropriate,1,0.83,0003055.jpg
non inappropriate,0,0.96,0002071.jpg
inappropriate,1,0.65,0003364.jpg
non inappropriate,0,0.68,0002412.jpg
non inappropriate,0,0.67,0002162.jpg
non inappropriate,0,0.99,0001180.jpg
non inappropriate,0,0.98,0003983.jpg
inappropriate,1,0.90,0000473.jpg
non inappropriate,0,0.69,0003942.jpg
non inappropriate,0,0.96,0000904.jpg
non inappropriate,0,0.90,0003637.jpg
non inappropriate,0,0.99,0004275.jpg
non inappropriate,0,0.89,0000028.jpg
inappropriate,1,0.51,0000291.jpg
non inappropriate,0,0.97,0001425.jpg
non inappropriate,0,0.90,0003693.jpg
non inappropriate,0,0.94,0001250.jpg
non inappropriate,0,0.63,0003085.jpg
non inappropriate,0,0.83,0002395.jpg
non inappropriate,0,0.90,0001127.jpg
non inappropriate,0,0.95,0000414.jpg
non inappropriate,0,0.94,0002881.jpg
non inappropriate,0,0.97,0001057.jpg
non inappropriate,0,0.95,0000019.jpg
non inappropriate,0,1.00,0002440.jpg
non inappropriate,0,0.80,0001397.jpg
non inappropriate,0,0.98,0001892.jpg
non inappropriate,0,1.00,0001406.jpg
inappropriate,1,0.54,0000409.jpg
non inappropriate,0,1.00,0004503.jpg
non inappropriate,0,0.96,0004324.jpg
non inappropriate,0,0.90,0000645.jpg
non inappropriate,0,0.64,0003628.jpg
non inappropriate,0,0.71,0001075.jpg
non inappropriate,0,0.64,0001320.jpg
non inappropriate,0,0.97,0001915.jpg
inappropriate,1,0.99,0003592.jpg
inappropriate,1,0.64,0000940.jpg
non inappropriate,0,0.96,0002209.jpg
non inappropriate,0,0.64,0001624.jpg
non inappropriate,0,0.60,0004644.jpg
non inappropriate,0,0.52,0004632.jpg
non inappropriate,0,0.99,0001542.jpg
non inappropriate,0,0.93,0003839.jpg
non inappropriate,0,1.00,0002493.jpg
non inappropriate,0,0.98,0000767.jpg
non inappropriate,0,1.00,0004554.jpg
non inappropriate,0,0.88,0000048.jpg
non inappropriate,0,0.99,0000713.jpg
non inappropriate,0,0.90,0002601.jpg
non inappropriate,0,0.98,0000959.jpg
non inappropriate,0,0.73,0001337.jpg
non inappropriate,0,0.99,0001754.jpg
non inappropriate,0,0.72,0000100.jpg
non inappropriate,0,0.93,0004648.jpg
non inappropriate,0,0.96,0003857.jpg
non inappropriate,0,0.75,0000296.jpg
non inappropriate,0,0.94,0003102.jpg
non inappropriate,0,0.76,0000688.jpg
non inappropriate,0,0.55,0000010.jpg
non inappropriate,0,0.88,0002937.jpg
non inappropriate,0,0.99,0004614.jpg
non inappropriate,0,0.97,0000569.jpg
non inappropriate,0,0.86,0001379.jpg
non inappropriate,0,0.96,0002957.jpg
non inappropriate,0,0.83,0002998.jpg
non inappropriate,0,0.95,0002619.jpg
non inappropriate,0,0.59,0003506.jpg
non inappropriate,0,0.64,0003141.jpg
non inappropriate,0,0.88,0001196.jpg
non inappropriate,0,0.96,0002248.jpg
non inappropriate,0,0.94,0000498.jpg
non inappropriate,0,0.99,0002247.jpg
non inappropriate,0,0.64,0002377.jpg
non inappropriate,0,0.72,0001202.jpg
non inappropriate,0,0.98,0001683.jpg
inappropriate,1,0.93,0002367.jpg
non inappropriate,0,0.99,0003058.jpg
non inappropriate,0,0.64,0001894.jpg
non inappropriate,0,0.64,0002802.jpg
inappropriate,1,0.83,0000946.jpg
inappropriate,1,0.81,0000431.jpg
non inappropriate,0,1.00,0002108.jpg
non inappropriate,0,0.99,0003287.jpg
non inappropriate,0,0.99,0004208.jpg
non inappropriate,0,0.88,0003582.jpg
non inappropriate,0,0.62,0004516.jpg
inappropriate,1,0.69,0001007.jpg
non inappropriate,0,0.85,0000815.jpg
non inappropriate,0,0.72,0003012.jpg
non inappropriate,0,0.99,0003042.jpg
non inappropriate,0,0.99,0003192.jpg
non inappropriate,0,0.98,0004550.jpg
non inappropriate,0,0.64,0000614.jpg
non inappropriate,0,0.79,0000063.jpg
non inappropriate,0,0.91,0004409.jpg
non inappropriate,0,0.69,0000629.jpg
non inappropriate,0,0.89,0001001.jpg
non inappropriate,0,0.64,0000754.jpg
non inappropriate,0,0.99,0004482.jpg
non inappropriate,0,1.00,0002290.jpg
non inappropriate,0,0.93,0000172.jpg
inappropriate,1,0.50,0001677.jpg
non inappropriate,0,0.64,0001077.jpg
non inappropriate,0,1.00,0003752.jpg
non inappropriate,0,1.00,0003197.jpg
non inappropriate,0,0.57,0004112.jpg
non inappropriate,0,0.97,0001307.jpg
non inappropriate,0,0.74,0001710.jpg
non inappropriate,0,1.00,0003899.jpg
non inappropriate,0,0.99,0003284.jpg
inappropriate,1,0.55,0003415.jpg
non inappropriate,0,1.00,0001175.jpg
non inappropriate,0,0.64,0001546.jpg
inappropriate,1,0.68,0000529.jpg
non inappropriate,0,0.98,0000864.jpg
inappropriate,1,0.75,0001070.jpg
non inappropriate,0,0.99,0003459.jpg
non inappropriate,0,0.96,0004457.jpg
inappropriate,1,0.95,0000811.jpg
non inappropriate,0,0.79,0002355.jpg
inappropriate,1,0.72,0002469.jpg
non inappropriate,0,0.52,0002734.jpg
non inappropriate,0,1.00,0003477.jpg
non inappropriate,0,0.89,0000540.jpg
non inappropriate,0,0.69,0003428.jpg
non inappropriate,0,0.94,0003669.jpg
inappropriate,1,0.75,0000527.jpg
non inappropriate,0,0.98,0000083.jpg
non inappropriate,0,0.64,0000762.jpg
non inappropriate,0,0.55,0004679.jpg
non inappropriate,0,0.88,0003711.jpg
non inappropriate,0,0.55,0002055.jpg
non inappropriate,0,0.83,0002921.jpg
non inappropriate,0,0.77,0000559.jpg
non inappropriate,0,1.00,0004434.jpg
non inappropriate,0,0.74,0001499.jpg
non inappropriate,0,1.00,0001830.jpg
non inappropriate,0,0.99,0001214.jpg
non inappropriate,0,0.99,0003294.jpg
inappropriate,1,0.99,0000601.jpg
non inappropriate,0,0.64,0002029.jpg
non inappropriate,0,0.81,0002537.jpg
non inappropriate,0,0.98,0001290.jpg
non inappropriate,0,1.00,0003288.jpg
non inappropriate,0,0.80,0003412.jpg
non inappropriate,0,0.83,0002825.jpg
non inappropriate,0,1.00,0003022.jpg
non inappropriate,0,0.64,0003274.jpg
non inappropriate,0,0.92,0000896.jpg
non inappropriate,0,0.91,0004242.jpg
non inappropriate,0,0.52,0000880.jpg
non inappropriate,0,0.55,0000611.jpg
non inappropriate,0,0.75,0000800.jpg
inappropriate,1,0.79,0000475.jpg
non inappropriate,0,0.92,0004522.jpg
non inappropriate,0,0.64,0002699.jpg
non inappropriate,0,0.97,0001646.jpg
non inappropriate,0,0.88,0001676.jpg
non inappropriate,0,0.96,0002164.jpg
inappropriate,1,0.67,0004100.jpg
inappropriate,1,0.58,0003431.jpg
non inappropriate,0,0.76,0001862.jpg
non inappropriate,0,1.00,0004011.jpg
non inappropriate,0,0.98,0002184.jpg
non inappropriate,0,0.97,0001133.jpg
non inappropriate,0,0.71,0000226.jpg
inappropriate,1,0.96,0003427.jpg
non inappropriate,0,0.94,0004581.jpg
non inappropriate,0,0.97,0001281.jpg
non inappropriate,0,0.79,0000892.jpg
non inappropriate,0,1.00,0003000.jpg
non inappropriate,0,0.94,0000963.jpg
non inappropriate,0,0.63,0000796.jpg
non inappropriate,0,0.98,0001058.jpg
non inappropriate,0,0.64,0002374.jpg
non inappropriate,0,0.96,0000759.jpg
non inappropriate,0,0.84,0002912.jpg
non inappropriate,0,0.65,0000587.jpg
non inappropriate,0,0.64,0000640.jpg
non inappropriate,0,0.92,0002558.jpg
non inappropriate,0,0.90,0004435.jpg
non inappropriate,0,0.88,0002899.jpg
non inappropriate,0,0.74,0003715.jpg
non inappropriate,0,0.98,0000595.jpg
non inappropriate,0,0.96,0004669.jpg
non inappropriate,0,0.99,0003667.jpg
non inappropriate,0,1.00,0002168.jpg
inappropriate,1,0.52,0000345.jpg
inappropriate,1,0.90,0002720.jpg
inappropriate,1,0.95,0000804.jpg
non inappropriate,0,0.64,0002063.jpg
non inappropriate,0,0.65,0001129.jpg
non inappropriate,0,0.64,0000779.jpg
non inappropriate,0,1.00,0003237.jpg
non inappropriate,0,0.98,0001453.jpg
non inappropriate,0,0.87,0003092.jpg
non inappropriate,0,0.96,0002653.jpg
non inappropriate,0,0.88,0000005.jpg
non inappropriate,0,0.99,0002098.jpg
non inappropriate,0,0.92,0002707.jpg
non inappropriate,0,0.98,0000757.jpg
non inappropriate,0,0.82,0004387.jpg
non inappropriate,0,0.94,0004473.jpg
inappropriate,1,0.79,0000285.jpg
inappropriate,1,0.97,0004586.jpg
non inappropriate,0,0.96,0003979.jpg
non inappropriate,0,0.65,0003218.jpg
non inappropriate,0,0.84,0001578.jpg
inappropriate,1,0.94,0000511.jpg
non inappropriate,0,1.00,0004493.jpg
non inappropriate,0,1.00,0004284.jpg
inappropriate,1,0.92,0004148.jpg
non inappropriate,0,0.98,0000404.jpg
non inappropriate,0,0.90,0004266.jpg
non inappropriate,0,0.68,0001616.jpg
non inappropriate,0,0.97,0003331.jpg
non inappropriate,0,0.64,0002047.jpg
non inappropriate,0,0.97,0000660.jpg
non inappropriate,0,0.90,0003627.jpg
non inappropriate,0,0.65,0000773.jpg
non inappropriate,0,0.91,0002415.jpg
inappropriate,1,0.91,0002850.jpg
non inappropriate,0,0.64,0001099.jpg
inappropriate,1,0.79,0000021.jpg
non inappropriate,0,0.98,0004440.jpg
non inappropriate,0,1.00,0002665.jpg
non inappropriate,0,0.96,0000567.jpg
non inappropriate,0,0.98,0003756.jpg
non inappropriate,0,0.95,0004580.jpg
non inappropriate,0,0.97,0001170.jpg
non inappropriate,0,0.65,0001279.jpg
non inappropriate,0,0.96,0003259.jpg
inappropriate,1,0.60,0003402.jpg
non inappropriate,0,0.76,0001040.jpg
non inappropriate,0,0.94,0002243.jpg
non inappropriate,0,0.92,0002006.jpg
non inappropriate,0,0.52,0003609.jpg
non inappropriate,0,0.99,0004485.jpg
non inappropriate,0,0.66,0004046.jpg
non inappropriate,0,0.90,0004617.jpg
non inappropriate,0,0.94,0001231.jpg
non inappropriate,0,0.86,0001053.jpg
non inappropriate,0,1.00,0004458.jpg
non inappropriate,0,1.00,0000234.jpg
non inappropriate,0,0.99,0001806.jpg
non inappropriate,0,0.98,0004389.jpg
inappropriate,1,0.92,0004303.jpg
non inappropriate,0,1.00,0001950.jpg
non inappropriate,0,0.93,0002819.jpg
inappropriate,1,0.97,0000729.jpg
non inappropriate,0,0.64,0003285.jpg
non inappropriate,0,0.64,0003443.jpg
inappropriate,1,0.76,0002221.jpg
non inappropriate,0,0.98,0004106.jpg
non inappropriate,0,0.64,0003249.jpg
non inappropriate,0,0.88,0002131.jpg
non inappropriate,0,0.98,0004367.jpg
non inappropriate,0,0.54,0000412.jpg
non inappropriate,0,0.80,0003910.jpg
non inappropriate,0,0.88,0001373.jpg
inappropriate,1,0.66,0002557.jpg
inappropriate,1,0.60,0004173.jpg
non inappropriate,0,0.66,0000947.jpg
non inappropriate,0,0.67,0001103.jpg
non inappropriate,0,0.77,0000574.jpg
non inappropriate,0,0.75,0002027.jpg
inappropriate,1,0.92,0001675.jpg
non inappropriate,0,0.87,0000509.jpg
non inappropriate,0,0.90,0002709.jpg
inappropriate,1,0.63,0001611.jpg
non inappropriate,0,0.84,0001455.jpg
non inappropriate,0,0.90,0003798.jpg
non inappropriate,0,0.98,0004228.jpg
inappropriate,1,0.69,0003069.jpg
non inappropriate,0,0.98,0000650.jpg
inappropriate,1,0.59,0003330.jpg
inappropriate,1,0.73,0003454.jpg
non inappropriate,0,0.84,0001085.jpg
non inappropriate,0,0.93,0000192.jpg
inappropriate,1,0.97,0001139.jpg
inappropriate,1,0.67,0000433.jpg
inappropriate,1,0.93,0002751.jpg
non inappropriate,0,0.84,0000961.jpg
inappropriate,1,0.52,0002334.jpg
non inappropriate,0,0.95,0000095.jpg
non inappropriate,0,0.73,0001702.jpg
inappropriate,1,0.87,0003502.jpg
non inappropriate,0,0.76,0003320.jpg
non inappropriate,0,0.74,0001308.jpg
inappropriate,1,0.82,0000646.jpg
non inappropriate,0,0.77,0001863.jpg
non inappropriate,0,0.92,0001030.jpg
non inappropriate,0,0.93,0001491.jpg
inappropriate,1,0.90,0000230.jpg
inappropriate,1,0.77,0001315.jpg
inappropriate,1,0.67,0003093.jpg
non inappropriate,0,0.64,0001713.jpg
non inappropriate,0,1.00,0001071.jpg
inappropriate,1,0.87,0003382.jpg
inappropriate,1,0.70,0002289.jpg
non inappropriate,0,0.93,0004701.jpg
inappropriate,1,0.56,0001287.jpg
non inappropriate,0,0.98,0002863.jpg
non inappropriate,0,0.90,0002210.jpg
inappropriate,1,0.90,0000239.jpg
non inappropriate,0,0.64,0000695.jpg
non inappropriate,0,0.95,0003523.jpg
non inappropriate,0,0.64,0002729.jpg
non inappropriate,0,0.69,0000108.jpg
non inappropriate,0,0.64,0004246.jpg
inappropriate,1,1.00,0000956.jpg
non inappropriate,0,0.95,0004209.jpg
non inappropriate,0,0.98,0000602.jpg
non inappropriate,0,0.64,0002359.jpg
non inappropriate,0,0.70,0004233.jpg
non inappropriate,0,1.00,0002778.jpg
inappropriate,1,0.58,0000824.jpg
non inappropriate,0,0.89,0001270.jpg
non inappropriate,0,0.82,0002199.jpg
non inappropriate,0,0.64,0002793.jpg
non inappropriate,0,0.95,0000041.jpg
non inappropriate,0,0.87,0003598.jpg
non inappropriate,0,1.00,0002911.jpg
non inappropriate,0,0.79,0001080.jpg
inappropriate,1,0.58,0001426.jpg
non inappropriate,0,0.89,0003066.jpg
non inappropriate,0,0.64,0002086.jpg
non inappropriate,0,0.70,0003685.jpg
non inappropriate,0,0.78,0000781.jpg
non inappropriate,0,0.99,0001039.jpg
non inappropriate,0,0.92,0000111.jpg
non inappropriate,0,0.87,0001012.jpg
inappropriate,1,0.73,0001198.jpg
non inappropriate,0,0.68,0002693.jpg
inappropriate,1,0.81,0000370.jpg
non inappropriate,0,0.64,0001238.jpg
non inappropriate,0,0.55,0001757.jpg
non inappropriate,0,0.99,0001272.jpg
non inappropriate,0,0.81,0003814.jpg
non inappropriate,0,0.98,0000117.jpg
non inappropriate,0,0.60,0003606.jpg
non inappropriate,0,0.76,0000307.jpg
non inappropriate,0,0.99,0002043.jpg
non inappropriate,0,0.92,0000042.jpg
inappropriate,1,0.92,0002510.jpg
non inappropriate,0,0.97,0002564.jpg
non inappropriate,0,0.90,0001694.jpg
non inappropriate,0,0.68,0004122.jpg
non inappropriate,0,0.65,0002062.jpg
non inappropriate,0,1.00,0002245.jpg
non inappropriate,0,0.96,0003233.jpg
non inappropriate,0,0.92,0001833.jpg
inappropriate,1,0.74,0002979.jpg
inappropriate,1,0.67,0002695.jpg
non inappropriate,0,0.99,0001095.jpg
non inappropriate,0,0.64,0001529.jpg
non inappropriate,0,0.58,0002102.jpg
inappropriate,1,0.74,0004231.jpg
non inappropriate,0,0.62,0000969.jpg
non inappropriate,0,0.86,0003029.jpg
non inappropriate,0,0.96,0003629.jpg
non inappropriate,0,0.86,0002214.jpg
non inappropriate,0,0.99,0001812.jpg
non inappropriate,0,0.55,0003015.jpg
non inappropriate,0,0.60,0002781.jpg
non inappropriate,0,0.84,0004301.jpg
non inappropriate,0,1.00,0004700.jpg
non inappropriate,0,0.88,0002001.jpg
non inappropriate,0,0.98,0003856.jpg
non inappropriate,0,0.99,0000865.jpg
non inappropriate,0,0.78,0001367.jpg
non inappropriate,0,1.00,0000124.jpg
inappropriate,1,0.98,0002481.jpg
non inappropriate,0,0.88,0003648.jpg
non inappropriate,0,0.99,0002288.jpg
non inappropriate,0,1.00,0003860.jpg
non inappropriate,0,0.91,0004327.jpg
non inappropriate,0,1.00,0004213.jpg
non inappropriate,0,0.99,0002964.jpg
non inappropriate,0,0.98,0001264.jpg
inappropriate,1,0.70,0002776.jpg
inappropriate,1,0.94,0000355.jpg
non inappropriate,0,0.85,0003913.jpg
non inappropriate,0,0.56,0001035.jpg
non inappropriate,0,0.90,0000977.jpg
inappropriate,1,0.62,0000352.jpg
non inappropriate,0,0.98,0004163.jpg
non inappropriate,0,0.99,0003283.jpg
non inappropriate,0,0.96,0001311.jpg
inappropriate,1,0.50,0002992.jpg
non inappropriate,0,0.98,0002306.jpg
non inappropriate,0,0.70,0001591.jpg
inappropriate,1,0.92,0002891.jpg
non inappropriate,0,0.89,0003630.jpg
non inappropriate,0,0.64,0002999.jpg
non inappropriate,0,1.00,0001172.jpg
non inappropriate,0,0.88,0003108.jpg
inappropriate,1,0.61,0000818.jpg
non inappropriate,0,0.99,0003104.jpg
non inappropriate,0,0.89,0001855.jpg
non inappropriate,0,0.55,0000551.jpg
non inappropriate,0,0.84,0002066.jpg
inappropriate,1,0.64,0001401.jpg
non inappropriate,0,0.56,0001107.jpg
non inappropriate,0,0.97,0004325.jpg
non inappropriate,0,1.00,0003877.jpg
inappropriate,1,0.68,0004164.jpg
non inappropriate,0,0.96,0001946.jpg
non inappropriate,0,0.99,0004215.jpg
inappropriate,1,0.60,0003996.jpg
non inappropriate,0,0.99,0003865.jpg
non inappropriate,0,0.94,0002745.jpg
non inappropriate,0,0.64,0004606.jpg
non inappropriate,0,0.65,0002310.jpg
non inappropriate,0,0.77,0000025.jpg
